   ,COD_DOCUMENTO,DES_NOME_PREFERIDO,DES_NOMES_ALTERNATIVOS,DBMS_LOB.SUBSTR(S01.TXT_EMENTA
9557,550586,Lei nº 8.710 de 24/09/1993,LEI-8710-1993-09-24,"Altera dispositivos da Lei nº 5869, de 11 de janeiro de 1973 - Código de   Processo Civil."
9558,550698,Lei nº 8.822 de 22/12/1993,LEI-8822-1993-12-22,"Autoriza o Poder Executivo a abrir aos Orçamentos União, em favor do   Ministério da Educação e do Desporto, crédito suplementar no valor de Cr$   256.304.868,00, para os fins que especifica."
9559,550518,Lei nº 8.642 de 31/03/1993,LEI-8642-1993-03-31,Dispõe sobre a instituição do Programa Nacional de Atenção Integral à   Criança e ao Adolescente - PRONAICA e dá outras providências.
9560,550613,Lei nº 8.737 de 01/12/1993,LEI-8737-1993-12-01,"Autoriza o Poder Executivo a abrir ao Orçamento Fiscal da União, em favor   de Operações Oficiais de Crédito - Recursos sob Supervisão do Ministério da   Fazenda, crédito especial até o limite de Cr$ 614.221.728,00, para os fins que   especifica."
9561,550630,Lei nº 8.754 de 13/12/1993,LEI-8754-1993-12-13,"Autoriza o Poder Executivo a abrir ao Orçamento da Seguridade Social da   União, em favor do Ministério da Previdência Social, crédito especial até o   limite de CR$ 120.000.000,00, para os fins que especifica."
9562,550502,Lei nº 8.626 de 17/02/1993,LEI-8626-1993-02-17,"Dispõe sobre a criação do Quadro de Pessoal da Fundação Universidade   Federal do Amapá, e dá outras providências."
9563,550710,Lei nº 8.834 de 23/12/1993,LEI-8834-1993-12-23,"Autoriza o Poder Executivo a abrir ao Orçamento Fiscal da União, em favor   do Ministério da Educação e do Desporto, crédito adicional até o limite de Cr$   84.092.394.231,00, para os fins que especifica."
9564,550580,Lei nº 8.704 de 09/09/1993,LEI-8704-1993-09-09,"Dispõe sobre a abertura de Crédito Extraordinário ao Orçamento Fiscal da   União para os fins que especifica, e dá outras providências."
9565,550516,Lei nº 8.640 de 31/03/1993,LEI-8640-1993-03-31,"Altera a redação do art. 40 da Lei nº 7.244, de 7 de novembro de   1984."
9566,550686,Lei nº 8.810 de 22/12/1993,LEI-8810-1993-12-22,"Autoriza o Poder Executivo a abrir ao Orçamento Fiscal da União, em favor   do Ministério dos Transportes, crédito suplementar no valor de Cr$   20.703.996.224,00, para os fins que especifica."
9567,550650,Lei nº 8.774 de 21/12/1993,LEI-8774-1993-12-21,"Autoriza o Poder Executivo a abrir aos Orçamentos da União crédito suplementar no valor de Cr$ 9.711.880,00, para os fins que especifica."
9568,550669,Lei nº 8.793 de 21/12/1993,LEI-8793-1993-12-21,"Autoriza o Poder Executivo a abrir aos orçamentos da União, em favor do   Ministério da Fazenda e de Encargos Previdenciários da União, créditos   adicionais até o limite de Cr$ 147.691.594,00, para os fins que especifica."
9569,550496,Lei nº 8.620 de 05/01/1993,LEI-8620-1993-01-05,"Altera as Leis nºs 8.212 e 8.213, de 24 de julho de 1991, e dá outras providências."
9570,550633,Lei nº 8.757 de 13/12/1993,LEI-8757-1993-12-13,"Autoriza o Poder Executivo a abrir ao Orçamento Fiscal da União, em favor   dos Minsitérios da Aeronáutica, do Exército e da Marinha, créditos adicionais   até o limite de Cr$ 8.392.267.524,00, para fins que especifica."
9571,550604,Lei nº 8.728 de 10/11/1993,LEI-8728-1993-11-10,"Dispõe sobre a transformação de cargos no Quadro Permanente de Pessoal da   Secretaria do Tribunal Regional do Trabalho da 1ª Região, e dá outras   providências."
9572,550636,Lei nº 8.760 de 14/12/1993,LEI-8760-1993-12-14,"Autoriza o Poder Executivo a abrir ao Orçamento Fiscal da União, em favor   de Transferências a Estados, Distrito Federal e Municípios, crédito especial até   o limite de Cr$ 2.475.000,00, para os fins que especifica."
9573,550509,Lei nº 8.633 de 12/03/1993,LEI-8633-1993-03-12,Cria cargos na Carreira Policial Federal.
9574,550530,Lei nº 8.654 de 10/05/1993,LEI-8654-1993-05-10,"Cria cargos em comissão na Secretaria do Tribunal Regional do Trabalho da   10ª Região, com sede em Brasília (DF), e dá outras providências."
9575,550561,Lei nº 8.685 de 20/07/1993,"LEI-8685-1993-07-20 , Lei do Audiovisual (1993)",Cria mecanismos de fomento à atividade audiovisual e dá outras providências.
9576,550591,Lei nº 8.715 de 06/10/1993,LEI-8715-1993-10-06,"Cria Superintendências Regionais da Polícia Federal nos Estados do   Tocantins, Roraima e Amapá, e correspondentes cargos em comissão e funções de   confiança."
9577,550692,Lei nº 8.816 de 22/12/1993,LEI-8816-1993-12-22,"Autoriza o Poder Executivo a abrir ao Orçamento Fiscal da União, em favor   do Ministério do Meio Ambiente, crédito especial até o limite de Cr$   450.000.000,00, para os fins que especifica."
9578,550655,Lei nº 8.779 de 21/12/1993,LEI-8779-1993-12-21,"Autoriza o Poder Executivo a abrir ao Orçamento Fiscal da União, em favor   de Encargos Financeiros da União - Recursos sob Supervisão do Ministério da   Fazenda, crédito suplementar no valor de Cr$ 15.781.036.870,00, para os fins que   especifica."
9579,550703,Lei nº 8.827 de 22/12/1993,LEI-8827-1993-12-22,"Autoriza o Poder Executivo a abrir aos Orçamentos da União, em favor de   diversos órgãos, crédito adicionais até o limite de Cr$ 29.492.798.718,00, com   recursos provenientes de títulos emitidos no âmbito do Programa Nacional de   Desestatização, para os fins que especifica."
9580,550534,Lei nº 8.658 de 26/05/1993,LEI-8658-1993-05-26,"Dispõe sobre aplicação, nos Tribunais de Justiça e nos Tribunais Regionais   Federais, das normas da Lei nº 8.038, de 28 de maio de 1990, sobre ações penais   originárias."
9581,550693,Lei nº 8.817 de 22/12/1993,LEI-8817-1993-12-22,"Autoriza o Poder Executivo a abrir aos Orçamentos da União, em favor do   Ministério da Educação e do Desporto, crédito especial até o limite de Cr$   86.904.649,00, para os fins que especifica."
9582,550532,Lei nº 8.656 de 21/05/1993,LEI-8656-1993-05-21,"Altera dispositivo da Lei nº 8.078, de 11 de setembro de 1990, que ""dispõe sobre a proteção do consumidor e dá outras providências""."
9583,550588,Lei nº 8.712 de 28/09/1993,LEI-8712-1993-09-28,"Altera dispositivos da Lei nº 8.447, de 21 de julho de 1992, e dá outras   providências."
9584,550663,Lei nº 8.787 de 21/12/1993,LEI-8787-1993-12-21,"Autoriza o Poder Executivo a abrir ao Orçamento Fiscal da União, em favor   do Ministério da Cultura, crédito suplementar no valor de Cr$ 11.749.523,00,   para os fins que especifica."
9585,550694,Lei nº 8.818 de 22/12/1993,LEI-8818-1993-12-22,"Autoriza o Poder Executivo a abrir aos Orçamentos da União, em favor do   Ministério da Indústria e do Comércio e do Turismo, crédito suplementar no valor   de Cr$ 10.178.559.756,00, para os fins que especifica."
9586,550599,Lei nº 8.723 de 28/10/1993,LEI-8723-1993-10-28,Dispõe sobre a redução de emissão de poluentes por veículos automotores e dá outras providências.
9587,550528,Lei nº 8.652 de 29/04/1993,"LEI-8652-1993-04-29 , Lei Orçamentária Anual (LOA) (1993)",Estima a Receita e fixa a Despesa da União para o exercício financeiro de 1993.
9588,550523,Lei nº 8.647 de 13/04/1993,LEI-8647-1993-04-13,"Dispõe sobre a vinculação do servidor público civil ocupante de cargo em   comissão sem vínculo efetivo com a Administração Pública Federal, ao Regime   Geral da Previdência Social e dá Previdência Social e dá outras providências."
9589,550556,Lei nº 8.680 de 13/07/1993,LEI-8680-1993-07-13,Institui a Semana Nacional do Jovem e dá outras   providências.
9590,550590,Lei nº 8.714 de 06/10/1993,LEI-8714-1993-10-06,Concede pensão especial a Sebastião Bernardes de Souza Prata e dá outras   providências.
9591,550524,Lei nº 8.648 de 20/04/1993,LEI-8648-1993-04-20,"Acrescenta parágrafo único ao art. 399 da Lei nº 3.071, de 1º de janeiro   de 1916 - Código Civil."
9592,550548,Lei nº 8.672 de 06/07/1993,"LEI-8672-1993-07-06 , Lei Zico (1993)",Institui normas gerais sobre desportos e dá outras providências.
9593,550608,Lei nº 8.732 de 22/11/1993,LEI-8732-1993-11-22,"Autoriza o Poder Executivo a abrir aos Orçamentos Fiscal e da Seguridade   Social crédito suplementar no valor de Cr$1.034.163.124.232,00, para os fins que   especifica."
9594,550587,Lei nº 8.711 de 28/09/1993,LEI-8711-1993-09-28,Dispõe sobre a transformação da Escola Técnica Federal da Bahia em Centro   Federal de Educação Tecnológica e dá outras providências.
9595,550635,Lei nº 8.759 de 14/12/1993,LEI-8759-1993-12-14,"Autoriza o Poder Executivo a abrir aos Orçamentos da União, em favor da   Justiça Militar e da Justiça do Trabalho, créditos adicionais até o limite de   Cr$ 82.673.708,00, para os fins que especifica."
9596,550616,Lei nº 8.740 de 03/12/1993,LEI-8740-1993-12-03,Autoriza a doação do imóvel que menciona.
9597,550631,Lei nº 8.755 de 13/12/1993,LEI-8755-1993-12-13,"Autoriza Poder Executivo a abrir ao Orçamento Fiscal da União, em favor do   Ministério da Justiça, crédito suplementar no valor de Cr$ 12.922.983,00, para   os fins que especifica."
9598,550573,Lei nº 8.697 de 27/08/1993,LEI-8697-1993-08-27,"Altera a moeda nacional, estabelecendo a denominação   ""Cruzeiro Real"" para a unidade do sistema monetário brasileiro."
9599,550634,Lei nº 8.758 de 13/12/1993,LEI-8758-1993-12-13,"Autoriza o Poder Executivo a abrir ao Orçamento Fiscal da União, em favor   da Presidência da República, crédito especial até o limite de Cr$ 47.952.671,00,   para fins que especifica."
9600,550565,Lei nº 8.689 de 27/07/1993,LEI-8689-1993-07-27,"Dispõe sobre a extinção do Instituto Nacional de Assistência Médica da Previdência Social - INAMPS, e dá outras providências."
9601,550571,Lei nº 8.695 de 20/08/1993,LEI-8695-1993-08-20,"Autoriza o Poder Executivo a abrir ao Orçamento da Seguridade Social da   União, em favor do Ministério da Previdência Social, crédito especial até o   limite de Cr$ 424.215.000,00, para os fins que especifica."
9602,550551,Lei nº 8.675 de 07/07/1993,LEI-8675-1993-07-07,"Dispõe sobre a transferência temporária e simbólica da sede do Governo   Federal para a cidade de Salvador, Estado da Bahia."
9603,550575,Lei nº 8.699 de 27/08/1993,LEI-8699-1993-08-27,"Acrescenta parágrafo ao art. 24 do Decreto-Lei nº 3689, de 3 de outubro de   1941 - Código de Processo Penal."
9604,550546,Lei nº 8.670 de 30/06/1993,LEI-8670-1993-06-30,Dispõe sobre a criação de Escolas Técnicas e Agrotécnicas Federais e dá outras providências.
9605,550629,Lei nº 8.753 de 13/12/1993,LEI-8753-1993-12-13,"Autoriza o Poder Executivo a abrir ao Orçamento Fiscal da União, em favor   do Senado Federal, crédito especial até o limite de Cr$ 4.000.000,00, para fins   que especifica."
9606,550562,Lei nº 8.686 de 20/07/1993,LEI-8686-1993-07-20,"Dispõe sobre o reajustamento da pensão especial aos deficientes físicos portadores da Síndrome de Talidomida, instituída pela Lei nº 7.070, de 20 de dezembro de 1982."
9607,550674,Lei nº 8.798 de 21/12/1993,LEI-8798-1993-12-21,"Autoriza o Poder Executivo a abrir ao Orçamento Fiscal da União, em favor   da Presidência da República, Ministério das Relações Exteriores e Ministério da   Justiça, crédito suplementar no valor de Cr$ 27.283.232.000,00, para os fins que   especifica."
9608,550550,Lei nº 8.674 de 06/07/1993,LEI-8674-1993-07-06,"Altera o Anexo I do Decreto-Lei nº 2.266, de 12 de março de 1985, e dá outras providências."
9609,550644,Lei nº 8.768 de 21/12/1993,LEI-8768-1993-12-21,"Autoriza o Poder Executiva a abrir ao Orçamento Fiscal da União, em favor   de Encargos Financeiros da União - Recursos sob Supervisão do Ministério da   Fazenda, crédito suplementar no valor de Cr$ 1.977.938.745,00 para os fins que   especifica."
9610,550701,Lei nº 8.825 de 22/12/1993,LEI-8825-1993-12-22,"Autoriza o Poder Executivo a abrir ao Orçamento da Seguridade Social da   União, em favor do Ministério da Educação e do Desporto, crédito especial de Cr$   1.406.916.000,00, para os fins que especifica."
9611,550574,Lei nº 8.698 de 27/08/1993,LEI-8698-1993-08-27,"Altera dispositivo da Lei nº 8694, de 12 de agosto de   1993."
9612,550627,Lei nº 8.751 de 13/12/1993,LEI-8751-1993-12-13,"Autoriza o Poder Executivo a abrir ao Orçamento Fiscal da União, em favor   do Ministério da Justiça, créditos adicionais até o limite de Cr$   1.150.000.000,00 com recursos provenientes de títulos emitidos no âmbito do   Programa Nacional de Desestatização, para os fins que especifica."
9613,550666,Lei nº 8.790 de 21/12/1993,LEI-8790-1993-12-21,"Autoriza o Poder Executivo a abrir ao Orçamento Fiscal da União, em favor   do Ministério da Fazenda, crédito suplementar no valor de Cr$ 3.292.282.000,00,   para os fins que especifica."
9614,550498,Lei nº 8.622 de 19/01/1993,LEI-8622-1993-01-19,Dispõe sobre a revisão geral da remuneração dos servidores públicos civis e militares do Poder Executivo Federal e dá outras providências.
9615,550547,Lei nº 8.671 de 06/07/1993,LEI-8671-1993-07-06,Cria cargos de Procurador do Trabalho de 2ª Categoria e dá outras   providências.
9616,550696,Lei nº 8.820 de 22/12/1993,LEI-8820-1993-12-22,"Autoriza o Poder Executivo a abrir ao Orçamento da Seguridade Social da   União, em favor do Ministério do Trabalho, crédito suplementar no valor de Cr$   611.452.849.308,00, para os fins que especifica."
9617,550493,Lei nº 8.617 de 04/01/1993,LEI-8617-1993-01-04,"Dispõe sobre o mar territorial, a zona contígua, a zona econômica   exclusiva e a plataforma continental brasileiros, e dá outras providências."
9618,550506,Lei nº 8.630 de 25/02/1993,"LEI-8630-1993-02-25 , Lei de Modernização dos Portos (1993)",Dispõe sobre o regime jurídico da exploração dos portos organizados e das instalações portuárias e dá outras providências.
9619,550606,Lei nº 8.730 de 10/11/1993,"LEI-8730-1993-11-10 , Lei dos Agentes Públicos (1993)","Estabelece a obrigatoriedade da declaração de bens e rendas para o exercício de cargos, empregos e funções nos Poderes Executivo, Legislativo e Judiciário, e dá outras providências."
9620,550517,Lei nº 8.641 de 31/03/1993,LEI-8641-1993-03-31,"Estabelece normas de contribuição ao INSS dos clubes de futebol,   parcelamento dos débitos e dá outras providências."
9621,550537,Lei nº 8.661 de 02/06/1993,LEI-8661-1993-06-02,Dispõe sobre os incentivos fiscais para a capacitação tecnológica   da indústria e da agropecuária e dá outras providências.
9622,550621,Lei nº 8.745 de 09/12/1993,"LEI-8745-1993-12-09 , Lei de Contratação Temporária de Interesse Público (1993)","Dispõe sobre a contratação por tempo determinado para atender à necessidade temporária de exepcional interesse público, nos termos do inciso IX do Art. 37 da Constituição Federal, e dá outra providências."
9623,550618,Lei nº 8.742 de 07/12/1993,"LEI-8742-1993-12-07 , Lei Orgânica da Assistência Social (1993) (LOAS)",Dispõe sobre a organização da Assistência Social e dá outras providências.
9624,550545,Lei nº 8.669 de 30/06/1993,LEI-8669-1993-06-30,"Dá nova redação ao art. 1º da Lei nº 8.561, de 29 de dezembro de 1992, que ""prorroga o termo final do prazo previsto no art. 3º da Lei nº 8.352, de 28 de dezembro de 1991 e dá outras providências""."
9625,550525,Lei nº 8.649 de 20/04/1993,LEI-8649-1993-04-20,"Autoriza o Departamento Nacional de Obras Contra as Secas - DNOCS,   autarquia vinculada ao Ministério da Agricultura, do Abastecimento e da Reforma   Agrária, a doar o imóvel que menciona, situado no Município de Icó, no Estado do   Ceará."
9626,550595,Lei nº 8.719 de 19/10/1993,LEI-8719-1993-10-19,Extingue a 1ª Auditoria de Aeronáutica da 1ª Circunscrição Judiciária   Militar e a 3ª Auditoria da 2ª Circunscrição Judiciária Militar; extingue cargo   na carreira da Magistratura e dá outras providências.
